NomeCliente,EnderecoCompleto,ValorFatura,NumeroPaginas
Cliente Ficticio 919,"R CATARINA VIEIRA,    53-VILA DALILA-SAO PAULO-SP -03521030 ",357.42,4
Cliente Ficticio 920,"R POMBA,  1130-CAPELA VELHA-ARAUCARIA-PR -83706270 ",202.78,4
Cliente Ficticio 921,"PC UNIVERSO,    96, BL 2, APT 106-VILA FORMOSA-SAO PAULO-SP -03362020 ",168.40,4
Cliente Ficticio 922,"R CEL VICTOR CANDIDO SOUZA,    71-PRQ RES CDOR M DAUD-SAO JOSE DO RIO PRETO-SP -15070460 ",94.33,4
Cliente Ficticio 923,"R EGIDIO FELINI,   249, BL A, APT 54-CJ RES E T LEITE-SAO PAULO-SP -02815040 ",47.03,4
Cliente Ficticio 925,"R AURELIO DE LIRA,     7-COLONIA SANTO ANTONIO-MANAUS-AM -69093383 ",249.14,4
Cliente Ficticio 926,"R JOAQUIM ROCHA JUNIOR,524-SANTA CRUZ-AMERICANA-SP -13477480 ",123.81,4
Cliente Ficticio 927,"R NILO GUERRA,    62-VILA MASCOTE-SAO PAULO-SP -04362010 ",267.79,4
Cliente Ficticio 928,"R AMAZONAS,   147-PARQUE RESIDENCIAL ALVORADA-CACAPAVA-SP -12289368 ",146.49,4
Cliente Ficticio 929,"R DR ISMAEL DIAS,   335, CASA 2-GUAIAUNA-SAO PAULO-SP -03631010 ",96.35,4
Cliente Ficticio 930,"R RAUL POMPEIA,493,CASA Nº 02-JARDIM ANA MARIA-SANTO ANDRE-SP -09260630 ",94.06,4
Cliente Ficticio 931,"R VICENTE ALETTO,    16-JARDIM ANCHIETA-MAUA-SP -09360540 ",75.14,4
Cliente Ficticio 932,"AV S JOAO,   939, FD-CENTRO-ATIBAIA-SP -12940260 ",39.14,4
Cliente Ficticio 933,"R MARTINIANO DE CARVALHO,    14, APT 708-BELA VISTA-SAO PAULO-SP -01321000 ",222.15,4
Cliente Ficticio 934,"R ALBERTO VEIGA,    34, BL SEM NOME, APT 13-MARAPE-SANTOS-SP -11070030 ",114.95,4
Cliente Ficticio 935,"R FRANCISCO DA LIRA,   130, BL F, APT 54-JARDIM LEONOR MENDES DE BARROS-SAO PAULO-SP -02346010 ",447.10,4
Cliente Ficticio 936,"R DOS VIANAS,  1545, BL 7, APT 42-BAETA NEVES-SAO BERNARDO DO CAMPO-SP -09760510 ",224.39,4
Cliente Ficticio 937,"R AMARAL GAMA,350,APT 41-SANTANA-SAO PAULO-SP -02018001 ",249.91,4
Cliente Ficticio 938,"R VSC DE TAUNAY,   112-CENTRO-DIADEMA-SP -09910530 ",225.69,4
Cliente Ficticio 939,"R ITAPORANGA,    45-CIDADE JARDIM-CAMPINAS-SP -13050406 ",260.33,4
Cliente Ficticio 940,"R DA PATRIA,   307, FD-VILA TAVEIROPOLIS-CAMPO GRANDE-MS -79090130 ",140.62,4
Cliente Ficticio 941,"AV HENRIQUE ANDRES,    71-CENTRO-JUNDIAI-SP -13201048 ",219.91,4
Cliente Ficticio 942,"R CD DE LINHARES,    88, CASA-OSWALDO CRUZ-RIO DE JANEIRO-RJ -21341190 ",147.41,4
Cliente Ficticio 943,"R DOS CEDROS,   137-JARDIM SAO PAULO-AMERICANA-SP -13468020 ",306.69,4
Cliente Ficticio 944,"AV ATLANTICA,  1757-SOCORRO-SAO PAULO-SP -04768200 ",113.48,4
Cliente Ficticio 945,"R ROBERIO DIAS,    66-VILA EMA-SAO PAULO-SP -03283020 ",260.87,4
Cliente Ficticio 946,"AV DOS DEMOCRATICOS,   880, APT 303-HIGIENOPOLIS-RIO DE JANEIRO-RJ -21050434 ",201.73,4
Cliente Ficticio 947,"R MAGNO MARTINS,   182, CASA 114-FREGUESIA (ILHA DO GOVERNADOR)-RIO DE JANEIRO-RJ -21911430 ",111.78,4
Cliente Ficticio 948,"R EMBOABAS,   329-JD S FRANCISCO-SANTA BARBARA D OESTE-SP -13457053 ",273.75,4
Cliente Ficticio 949,"R DURVALINO RESENDE,  1654-JARDIM ALVORADA-FRANCA-SP -14403136 ",149.80,4
Cliente Ficticio 951,"R CD DE BONFIM,   540, BL B, COB 2-TIJUCA-RIO DE JANEIRO-RJ -20520055 ",303.14,4
Cliente Ficticio 952,"R RIVALDO GOES TEIXEIRA,   405,   , APT 11-JARDIM GUAPITUBA-MAUA-SP -09360430 ",148.43,4
Cliente Ficticio 953,"SGAN, QD 911, MD G, BL I, APT 222-ASA NORTE-BRASILIA-DF -70790902 ",206.54,4
Cliente Ficticio 954,"AV PRES JOAO GOULART,1,BL ARIZONA, APT 176-UMUARAMA-OSASCO-SP -06036048 ",104.21,4
Cliente Ficticio 955,"R JOAO BISSOTTO FILHO,  1724, BL 1, APT 1-ORTIZES-VALINHOS-SP -13275410 ",2.52,4
Cliente Ficticio 956,"R MINEIROS DO TIETE,85-VILA BANCARIA MUNHOZ-SAO PAULO-SP -02758050 ",184.35,4
Cliente Ficticio 957,"R CAPIVARI,   358, / B-NOVA GERTY-SAO CAETANO DO SUL-SP -09580370 ",63.52,4
Cliente Ficticio 958,"R ARANTINA,    83-JARDIM CARIOCA-RIO DE JANEIRO-RJ -21920250 ",333.78,4
Cliente Ficticio 959,"R MARIO RUSSO,262-PARQUE BRASIL-BRAGANCA PAULISTA-SP -12906020 ",148.29,4
Cliente Ficticio 961,"R JOAQUIM LOPES FIGUEIRA,   169-MOOCA-SAO PAULO-SP -03176080 ",323.64,4
Cliente Ficticio 962,"AV N SRA DA ASSUNCAO,  1307-VILA BUTANTA-SAO PAULO-SP -05359001 ",261.90,4
Cliente Ficticio 963,"R ALICANTE (CJ TAPAJOS),    14, CASA B-TAPANA (ICOARACI)-BELEM-PA -66833340 ",139.80,4
Cliente Ficticio 964,"R LEANDRO DE CARVALHO,   128-VILA MONUMENTO-SAO PAULO-SP -01551010 ",189.31,4
Cliente Ficticio 965,"R CNSO LAFAIETE,98,APTO 309-EMBARE-SANTOS-SP -11040280 ",196.07,4
Cliente Ficticio 966,"AV PE ARLINDO VIEIRA,   898, BL ISABEL, APT 245-VILA VERMELHA-SAO PAULO-SP -04297000 ",133.39,4
Cliente Ficticio 967,"R JOSE CODINA,29,APT/ 23-JARDIM SAO SILVESTRE-SAO PAULO-SP -02805160 ",506.70,4
Cliente Ficticio 968,"R FERNANDO DE AZEVEDO,   130, BL 5A, APT 102-PORTUGUESA-RIO DE JANEIRO-RJ -21920430 ",215.20,4
Cliente Ficticio 969,"R PARAGUAI,   140, BL SOARES TEIXEIRA, APT 11-GONZAGA-SANTOS-SP -11060490 ",305.40,4
Cliente Ficticio 970,"AV TORE ALBERT MUNCK,   140, CS **-JARDIM LEONOR-COTIA-SP -06700149 ",224.91,4
Cliente Ficticio 971,"EST DE SEPETIBA,663,CASA 1-SANTA CRUZ-RIO DE JANEIRO-RJ -23520660 ",120.82,4
Cliente Ficticio 972,"R ORLANDO CARPI,331-CRUZ DAS ALMAS-ITU-SP -13310401 ",108.93,4
Cliente Ficticio 973,"R JOAO PAULO II,622-JARDIM FLORIDA-EMBU-SP -06810115 ",206.03,4
Cliente Ficticio 974,"R ORLANDO PELEGRINO,    18-LAUZANE PAULISTA-SAO PAULO-SP -02442180 ",506.64,4
Cliente Ficticio 975,"R PELEGRINO BERNARDO,    70-OLIMPICO-SAO CAETANO DO SUL-SP -09570180 ",191.97,4
Cliente Ficticio 976,"AV VICENTE DE CARVALHO,     4, BL BRASILIA, APT 11-BOQUEIRAO-SANTOS-SP -11045500 ",408.24,4
Cliente Ficticio 977,"R FR MANOEL DA RESSURREICAO,1571-JARDIM BRASIL-CAMPINAS-SP -13073027 ",19.41,4
Cliente Ficticio 978,"R TIRADENTES,1815,BL 1 AP 14-SANTA TEREZINHA-SAO BERNARDO DO CAMPO-SP -09780265 ",113.15,4
Cliente Ficticio 979,"R RIO GRANDE DO SUL,  1707, SALA 07-JARDIM DOS ESTADOS-CAMPO GRANDE-MS -79020011 ",73.78,4
Cliente Ficticio 980,"R DAS PROMESSAS,   624-VILA MEDEIROS-SAO PAULO-SP -02214010 ",181.10,4
Cliente Ficticio 981,"PAS DOS FLAMBOYANTS,   200, T 1I-PARQUE FABER CASTELL I-SAO CARLOS-SP -13561352 ",130.54,4
Cliente Ficticio 982,"AV POMPEIA,  1235, CASA 97-NOVA POMPEIA-PIRACICABA-SP -13425620 ",240.20,4
Cliente Ficticio 983,"R JOSE LOPES DA SILVA,   158, CASA 4-VILA ANTONIO-SAO PAULO-SP -05376110 ",180.94,4
Cliente Ficticio 984,"R JOAO TEODORO,   722, CASA B-VILA INDUSTRIAL-CAMPINAS-SP -13035180 ",371.24,4
Cliente Ficticio 985,"R BELA VISTA,    11, APT 111-JARDIM BELA VISTA-SANTO ANDRE-SP -09041360 ",279.43,4
Cliente Ficticio 987,"R FERNANDES VALDEZ,    64, APT 303-HIGIENOPOLIS-RIO DE JANEIRO-RJ -21050770 ",329.29,4
Cliente Ficticio 988,"EST COPIUVA,   406, CASA 01-VILA DA OPORTUNIDADE-CARAPICUIBA-SP -06330000 ",179.55,4
Cliente Ficticio 989,"AV NONOAI,  1458, BL N, APT 218-NONOAI-PORTO ALEGRE-RS -91720000 ",420.72,4
Cliente Ficticio 990,"R MONTE SANTO,   128, CASA 13-IRAJA-RIO DE JANEIRO-RJ -21235550 ",138.38,4
Cliente Ficticio 991,"R DR FRANCISCO JOSE LONGO,359,CASA-CHACARA INGLESA-SAO PAULO-SP -04140060 ",467.23,4
Cliente Ficticio 992,"R 3, QD B, LT 05-RESIDENCIAL NOSSA MORADA-GOIANIA-GO -74690827 ",20.56,4
Cliente Ficticio 993,"AL N SRA DO SAGRADO CORACAO,  1514, CASA 2-PINHEIRINHO-CURITIBA-PR -81870010 ",202.02,4
Cliente Ficticio 994,"R GUSTAVO DA PAIXAO,     7-QUARTA PARADA-SAO PAULO-SP -03331010 ",32.31,4
Cliente Ficticio 995,"R PE ANCHIETA,    46, APT 84-CENTRO-SAO VICENTE-SP -11310040 ",223.55,4
Cliente Ficticio 997,"R JARDINOPOLIS,   274-SANTO ANTONIO-OSASCO-SP -06130110 ",297.72,4
Cliente Ficticio 998,"R DA ROMANA,309,BLOCO 3B APT 207-ENGENHO NOVO-RIO DE JANEIRO-RJ -20710200 ",599.51,4
Cliente Ficticio 999,"R BENEDITO DA CUNHA CAMPOS,535,BLOCO 12A APTO 401-JARDIM NAZARETH-MOGI MIRIM-SP -13806610 ",156.26,4
Cliente Ficticio 1000,"R EROS EMILIO TUROLLA,29244-JARDIM QUIETUDE-PRAIA GRANDE-SP -11718220 ",289.35,4
Cliente Ficticio 1001,"R GABRIELA,   985, CS 1-PARQUE DOS CAMARGOS-BARUERI-SP -06436280 ",89.41,4
Cliente Ficticio 1002,"R SERRA DE BRAGANCA,  1555, BL A, APT 121-VILA GOMES CARDIM-SAO PAULO-SP -03318000 ",214.24,4
Cliente Ficticio 1003,"AV DA SAUDADE,   796-CAMPOS ELISEOS-RIBEIRAO PRETO-SP -14085000 ",204.25,4
Cliente Ficticio 1004,"R DOLORES DE AQUINO,  1120, BL A, APT 1-JUNDIAPEBA-MOGI DAS CRUZES-SP -08750790 ",195.43,4
Cliente Ficticio 1005,"R ALBERTO SCHWEITZER,3-PINHEIRINHO-CURITIBA-PR -81820140 ",173.84,4
Cliente Ficticio 1006,"R VINTE E OITO DE SETEMBRO,   253, CASA 1-CANHEMA-DIADEMA-SP -09941500 ",218.27,4
Cliente Ficticio 1007,"R FIORAVANTE ZAPATERRA,    12-CJ RES L E C CESAR-MARILIA-SP -17512865 ",348.41,4
Cliente Ficticio 1008,"R DA BRIGIDA,   197, APT 121-VILA MARIANA-SAO PAULO-SP -04111080 ",175.83,4
Cliente Ficticio 1009,"R NAIR PALMA MATIOLI,    75-JARDIM DIVA TARLA DE CARVALHO-RIBEIRAO PRETO-SP -14079381 ",152.06,4
Cliente Ficticio 1010,"AV ANTONIO MARTINS BORGES, 10000, QD 94, LT 16-SETOR PEDRO LUDOVICO-GOIANIA-GO -74825020 ",20.00,4
Cliente Ficticio 1011,"AV BANDEIRANTES,  2167, CASA 1-JARDIM IPE IV-MOGI GUACU-SP -13846010 ",65.52,4
Cliente Ficticio 1012,"R ADOLPHO FERREIRA SOARES FILHO,389,AP 205-JARDIM CIDADE UNIVERSITARIA-JOAO PESSOA-PB -58052170 ",187.77,4
Cliente Ficticio 1013,"R DAS PAINEIRAS,   377, APT 183-JARDIM-SANTO ANDRE-SP -09070220 ",272.52,4
Cliente Ficticio 1014,"ROD RST-509,  2186-PE DE PLATANO-SANTA MARIA-RS -97110620 ",284.96,4
Cliente Ficticio 1015,"R CAP JOAO CESARIO,   127, APT 13-PENHA DE FRANCA-SAO PAULO-SP -03603000 ",107.83,4
Cliente Ficticio 1016,"R LIBORIO MONALDO STILLITANO,    86-PARQUE SAO BENTO-SOROCABA-SP -18072400 ",243.13,4
Cliente Ficticio 1017,"AL EUCLYDES COTRIM,   233, CASA 3-VALE DO PARAISO-TERESOPOLIS-RJ -25976187 ",198.74,4
Cliente Ficticio 1018,"R ALVARO ABRANCHES,  1325-CIDADE NOVA-FRANCA-SP -14401094 ",187.44,4
Cliente Ficticio 1019,"R JORN PAULINO DE ALMEIDA,   168, CASA 02-CAJURU-CURITIBA-PR -82970030 ",261.76,4
Cliente Ficticio 1020,"R FR VICENTE DO SALVADOR,230,APT 44-SANTANA-SAO PAULO-SP -02019000 ",584.62,4
Cliente Ficticio 1021,"R ANTONIO GIGLIOTE,   114-JARDIM TANGARA-SAO CARLOS-SP -13568130 ",112.66,4
Cliente Ficticio 1023,"R JORGE BERETTA,   945, BL 6, APT 131-PARQUE ERASMO ASSUNCAO-SANTO ANDRE-SP -09271400 ",245.88,4
Cliente Ficticio 1024,"R DO CARLAO,   627-VILA LUCINDA-SANTO ANDRE-SP -09250620 ",205.69,4
Cliente Ficticio 1025,"R ANTONIO CARLOS NEVES,15-CHACARAS CAMPOS ELISEOS-CAMPINAS-SP -13050173 ",256.61,4
Cliente Ficticio 1026,"R JAU GUEDES DA FONSECA,   175, ED FONTANA DE TREVI, APT 201-COQUEIROS-FLORIANOPOLIS-SC -88080080 ",199.16,4
Cliente Ficticio 1027,"R LAGUNA,22,CS 1-VILA MENK-OSASCO-SP -06273140 ",498.68,4
Cliente Ficticio 1028,"RUA DAMASCO,16-PLANALTO-MANAUS-AM -69045070 ",72.71,4
Cliente Ficticio 1029,"R MARACANA,1611-CAPELA VELHA-ARAUCARIA-PR -83706260 ",144.63,4
Cliente Ficticio 1030,"AV ADOLFO PINHEIRO,   760, BL A, APT 233-SANTO AMARO-SAO PAULO-SP -04734001 ",229.26,4
Cliente Ficticio 1031,"R DOVER,     7, FD-JD STA EDWIGES (C SOCORRO)-SAO PAULO-SP -04913060 ",264.39,4
Cliente Ficticio 1033,"AV BOA VIAGEM,   220, ED ALFREDO MAURICEIA, BL B, APT 404-BAIRRO INDEFINIDO-RECIFE-PE -51130000 ",350.83,4
Cliente Ficticio 1034,"VLA ERNESTO CARLOS COSTA,    20-PESTANA-OSASCO-SP -06122100 ",376.48,4
Cliente Ficticio 1035,"R JOSE FARIAS MOREIRA,   194-VILA CRUZEIRO-SAO PAULO-SP -03381140 ",229.46,4
Cliente Ficticio 1036,"R DALVA DE MATOS,   139-RIO BRANCO-BELO HORIZONTE-MG -31535300 ",125.86,4
Cliente Ficticio 1037,"R DR GUEDES COELHO,    81, BL SEM NOME, APT 83-ENCRUZILHADA-SANTOS-SP -11050231 ",360.53,4
Cliente Ficticio 1038,"R RIO DE JANEIRO,    32, BL B, APT 43-VILA BELMIRO-SANTOS-SP -11075340 ",191.29,4
Cliente Ficticio 1039,"R JOAO EVANGELISTA FERRAZ,    53-JARDIM BRASIL-LIMEIRA-SP -13484095 ",79.81,4
Cliente Ficticio 1040,"EST DO ENGENHO D'AGUA,  1220, CASA 49-ANIL-RIO DE JANEIRO-RJ -22765240 ",381.10,4
Cliente Ficticio 1041,"R DAS CARPAS,   166-SALTO DE SAO JOSE-SALTO-SP -13324292 ",96.08,4
Cliente Ficticio 1042,"R CEARA,  1038-SAO CRISTOVAO-LAJEADO-RS -95900000 ",222.22,4
Cliente Ficticio 1043,"R TAQUARITUBA,   142-JARDIM PARAISO-GUARULHOS-SP -07143500 ",91.22,4
Cliente Ficticio 1044,"R REGO BARROS,   375, BL 2, APT 75-JARDIM VILA FORMOSA-SAO PAULO-SP -03460000 ",396.42,4
Cliente Ficticio 1045,"R PEDRO RONCHESEL,    85-CHACARA BELA VISTA-JAU-SP -17209060 ",320.24,4
Cliente Ficticio 1046,"R DOMINGOS GONCALO,   293-JARDIM CAMPO GRANDE-SAO PAULO-SP -04693040 ",169.38,4
Cliente Ficticio 1047,"R DR NASCIMENTO,   261, BL 1, APT 301-CENTRO-RIO GRANDE-RS -96200300 ",209.08,4
Cliente Ficticio 1048,"R ANTONIO VIEIRA.,   574-ORFAS-PONTA GROSSA-PR -84015175 ",224.26,4
Cliente Ficticio 1049,"R DA FONTE,169,AP 82 ASTER-JARDIM BELA VISTA-SANTO ANDRE-SP -09040270 ",196.92,4
Cliente Ficticio 1050,"R FORTE,   187-VILA NAIR-SAO PAULO-SP -04282060 ",50.82,4
Cliente Ficticio 1051,"R STO ANDRE,   110-TV-ARACATUBA-SP -16075110 ",75.17,4
Cliente Ficticio 1052,"R RECIFE,   256-JARDIM NOVA CANDIDA-ARARAS-SP -13603122 ",179.87,4
Cliente Ficticio 1053,"R EDSON BARRETO PEIXOTO,   145-BETANIA-BELO HORIZONTE-MG -30590000 ",166.74,4
Cliente Ficticio 1054,"R VICTORIO ANTONIO MENEZELLO,293-JARDIM MARACANA-SAO JOSE DO RIO PRETO-SP -15092100 ",160.23,4
Cliente Ficticio 1055,"R TEODORA JOAQUINA DE MOURA MONTEIRO,    95-GRANJAS SANTA TEREZINHA-TAUBATE-SP -12091540 ",233.68,4
Cliente Ficticio 1056,"R PRF HERMES LIMA,  1410, APT 303-RECREIO DOS BANDEIRANTES-RIO DE JANEIRO-RJ -22795061 ",498.39,4
Cliente Ficticio 1057,"R JOAO DANIEL MARTINELLI,2,QD 41-FARRAPOS-PORTO ALEGRE-RS -90250440 ",273.04,4
Cliente Ficticio 1059,"R VINTE E CINCO DE AGOSTO,    65, BL 02, APT 1002-DUQUE DE CAXIAS II-CUIABA-MT -78043382 ",137.30,4
Cliente Ficticio 1060,"AV FAUSTO SUCENA RASGA,   575-JARDIM RESIDENCIAL VETORASSO-SAO JOSE DO RIO PRETO-SP -15040290 ",179.61,4
Cliente Ficticio 1061,"R ANGELO RIZZI,    54-JARDIM SANTA CAROLINA-MOGI DAS CRUZES-SP -08770050 ",142.69,4
Cliente Ficticio 1062,"R MIN GASTAO MESQUITA,43,BL 2-PERDIZES-SAO PAULO-SP -05012010 ",269.16,4
Cliente Ficticio 1063,"R ELIAS GOMES,0,QD I LT 09 CASA 02-VILA SANTA MARIA DE NAZARETH-ANAPOLIS-GO -75113370 ",241.15,4
Cliente Ficticio 1064,"R APUCARANA (CJ M NOVO),    19, QD O-CIDADE NOVA-MANAUS-AM -69090510 ",249.53,4
Cliente Ficticio 1065,"R FAGUNDES VARELA,   177-SANTO ANTONIO-PORTO ALEGRE-RS -90650010 ",177.27,4
Cliente Ficticio 1066,"AV DOS BANCARIOS,    71-PONTA DA PRAIA-SANTOS-SP -11030301 ",216.84,4
Cliente Ficticio 1067,"EST DA FAZENDA,    48-JARDIM ESPLANADA-NOVA IGUACU-RJ -26013470 ",246.66,4
Cliente Ficticio 1069,"R GUARANI,50-VILA JARDINI-SOROCABA-SP -18044170 ",132.19,4
Cliente Ficticio 1070,"R AURISTELA MAIA FARIAS,    35-ENGENHEIRO LUCIANO CAVALCANTE-FORTALEZA-CE -60811100 ",94.91,4
Cliente Ficticio 1071,"AV EUROPA,    46-ZONA 06-CIANORTE-PR -87205060 ",31.85,4
Cliente Ficticio 1072,"R MACUXIS,   490, APT 3-VILA NOVA CACHOEIRINHA-SAO PAULO-SP -02613010 ",201.52,4
Cliente Ficticio 1073,"R BRG HENRIQUE FONTENELLE,1163,CASA 3-PARQUE SAO DOMINGOS-SAO PAULO-SP -05125001 ",224.67,4
Cliente Ficticio 1074,"R GEN OSORIO,   191, BL B, APT 104-CENTRO-PELOTAS-RS -96020000 ",70.71,4
Cliente Ficticio 1075,"R VOLUNTARIOS DA PATRIA,    86, BL B, APT 905-BOTAFOGO-RIO DE JANEIRO-RJ -22270010 ",269.36,4
Cliente Ficticio 1076,"R ESPIRITO SANTO,   275-ACLIMACAO-SAO PAULO-SP -01526020 ",113.26,4
Cliente Ficticio 1077,"AV TRAB SANCARLENSE,  1220-PARQUE ARNOLD SCHIMIDT-SAO CARLOS-SP -13566590 ",614.92,4
Cliente Ficticio 1078,"R 7,  1955-CENTRO-RIO CLARO-SP -13500200 ",250.70,4
Cliente Ficticio 1079,"R DR MELO ALVES,   368-CERQUEIRA CESAR-SAO PAULO-SP -01417010 ",292.97,4
Cliente Ficticio 1080,"R S SEVERO,567-VL RE-SAO PAULO-SP -03666000 ",218.43,4
Cliente Ficticio 1081,"R UBAI,    40, CASA B-IPIRANGA-BELO HORIZONTE-MG -31140610 ",206.10,4
Cliente Ficticio 1082,"R LUIZ GASTAO,   226, CASA 1-PARQUE SAO LUCAS-SAO PAULO-SP -03240030 ",164.54,4
Cliente Ficticio 1083,"R DR MACHADO,   645, ED DANIELA, BL A, APT 01-CAMPO GRANDE-RECIFE-PE -52040020 ",30.79,4
Cliente Ficticio 1084,"R OLAVO BILAC, QD 6, - 3-JARDIM BELA VISTA-BAURU-SP -17060454 ",151.33,4
Cliente Ficticio 1085,"R ANANIAS E DE TOLEDO,   770-VILA PRADO-SAO CARLOS-SP -13574280 ",59.27,4
Cliente Ficticio 1086,"R ITA,   267, APT 23-VILA SANTOS-SAO PAULO-SP -02636030 ",229.33,4
Cliente Ficticio 1087,"R CHAVANTES,   156-CIDADE ARISTON ESTELA AZEVEDO-CARAPICUIBA-SP -06396040 ",152.67,4
Cliente Ficticio 1088,"R NEREU RAMOS,   618, CASA 3-JARDIM ELDORADO-PALHOCA-SC -88133330 ",319.46,4
Cliente Ficticio 1089,"R CAMPOS SALES,  2063-ZONA 06-MARINGA-PR -87080145 ",325.45,4
Cliente Ficticio 1090,"R JOAO BATISTA FERNANDES,   587, CASA 2-VILA INDUSTRIAL-SAO PAULO-SP -03253050 ",75.01,4
Cliente Ficticio 1091,"R MIGUEL PETRILLI,   250, BL 10 - FLOR DE LIZ, APT 21-VILA JARAGUA-SAO PAULO-SP -05162250 ",105.58,4
Cliente Ficticio 1092,"SUL, QD 05, CJ F, CASA 08-GAMA-BRASILIA-DF -72410306 ",181.97,4
Cliente Ficticio 1093,"R RUI BARBOSA,   410, BL PORTAL DO SOL VIII, APT 302-CANTO DO FORTE-PRAIA GRANDE-SP -11700170 ",233.38,4
Cliente Ficticio 1095,"R MQ DE MARICA,   308-VILA NOVA-JOINVILLE-SC -89237340 ",154.14,4
Cliente Ficticio 1096,"AV BANDEIRANTES,291,APT 101-SION-BELO HORIZONTE-MG -30315000 ",260.55,4
Cliente Ficticio 1097,"R GOV PEDRO DE TOLEDO,   101, BL SANTA ADELAIDE, APT 51-BOQUEIRAO-SANTOS-SP -11045551 ",285.85,4
Cliente Ficticio 1098,"R ALIANCA LIBERAL,540-BELA ALIANCA-SAO PAULO-SP -05088000 ",98.01,4
Cliente Ficticio 1099,"R CDOR GENESIO RODRIGUES,   100, BL 16, APT 1631-CAGUASSU-SOROCABA-SP -18072858 ",147.59,4
Cliente Ficticio 1100,"R PIRAJA,   605, CASA 6-MOOCA-SAO PAULO-SP -03190170 ",89.68,4
Cliente Ficticio 1101,"R CAMARA JUNIOR,  1069-JARDIM DAS AMERICAS-CURITIBA-PR -81540000 ",340.73,4
Cliente Ficticio 1102,"AL CON ANIBAL DIFRANCIA, QD 10, - 4-PARQUE ALTO SUMARE-BAURU-SP -17020690 ",412.95,4
Cliente Ficticio 1103,"PC WASHINGTON,96,BL COSTA DO SOL, APT 92-JOSE MENINO-SANTOS-SP -11065600 ",493.11,4
Cliente Ficticio 1105,"R S MATEUS,   159-I.A.P.I.-OSASCO-SP -06233300 ",127.87,4
Cliente Ficticio 1106,"R DOS PINTORES,   131, BL C, APT 13-VILA PRUDENTE-SAO PAULO-SP -03152210 ",201.07,4
Cliente Ficticio 1107,"R BRAZ CUBAS,    55-NOVA GUARA-GUARATINGUETA-SP -12515580 ",98.83,4
Cliente Ficticio 1108,"R ADIS ABEBA,   397, APT 31-RIO VERDE-COLOMBO-PR -83405570 ",172.92,4
Cliente Ficticio 1109,"R DANUBIO AZUL,   359, CASA 2-JARDIM GUANCA-SAO PAULO-SP -02152040 ",229.15,4
Cliente Ficticio 1110,"R LEOVEGILDO MARTINS FONTES,   200, APT 601-FAROLANDIA-ARACAJU-SE -49032450 ",210.93,4
Cliente Ficticio 1111,"R JERONIMO FRANCA,123,CASA 1-VILA INDIANA-SAO PAULO-SP -05585070 ",175.32,4
Cliente Ficticio 1112,"R CD DE BAEPENDI,    62, APT 508-FLAMENGO-RIO DE JANEIRO-RJ -22231140 ",444.56,4
Cliente Ficticio 1113,"R SOROCABA,   518-CIDADE NOVA II-SANTA BARBARA D OESTE-SP -13454058 ",193.15,4
Cliente Ficticio 1114,"R RIBEIRAO CAETE,   348-ALTOS DA VILA PAIVA-SAO JOSE DOS CAMPOS-SP -12213114 ",215.32,4
Cliente Ficticio 1115,"TV CRISTOVAO COLOMBO,  1292, FT-CRUZEIRO (ICOARACI)-BELEM-PA -66810000 ",91.26,4
Cliente Ficticio 1116,"R PRF ARNALDO JOAO SEMERARO,   789, BL 3, APT 73-JARDIM SANTA EMILIA-SAO PAULO-SP -04184000 ",123.11,4
Cliente Ficticio 1117,"R ARISTIDES INACIO RODRIGUES,   437-FREI GALVAO-POTIM-SP -12525000 ",191.40,4
Cliente Ficticio 1118,"R PRF DR MASAHARU TANIGUSHI,  1113-JARDIM MORADA DO SOL-INDAIATUBA-SP -13348253 ",127.91,4
Cliente Ficticio 1119,"R CHICAGO,   806, CASA 1-JARDIM LOS ANGELES-MARINGA-PR -87080420 ",248.12,4
Cliente Ficticio 1120,"R PIERRE BONNET,   508-PARQUE IPE-SAO PAULO-SP -05572010 ",96.12,4
Cliente Ficticio 1121,"R OSWALDO GABALDO,   305-JARDIM DIVA TARLA DE CARVALHO-RIBEIRAO PRETO-SP -14079385 ",193.81,4
Cliente Ficticio 1122,"R GUARUJA,   269-PARQUE NOVO MUNDO-AMERICANA-SP -13467540 ",143.92,4
Cliente Ficticio 1123,"R 29 ( CJ C BRANCO),  1198-PARQUE 10 DE NOVEMBRO-MANAUS-AM -69055470 ",312.00,4
Cliente Ficticio 1124,"AV EZELINO DA CUNHA GLORIA,   630, BL 3, APT 12-JARDIM MARICA-MOGI DAS CRUZES-SP -08775520 ",141.65,4
Cliente Ficticio 1125,"R ESTRELA RODRIGUES,   316, APT 223,   BL2-JARDIM LAS PALMAS-GUARUJA-SP -11420360 ",354.41,4
Cliente Ficticio 1126,"R VALDEMIR PANELLI DAS DORES,   124-JARDIM CASA GRANDE-ITAPETININGA-SP -18211090 ",187.28,4
Cliente Ficticio 1127,"R GUATEMALA,60,APT 51-SANTO ANTONIO-AMERICANA-SP -13465761 ",216.25,4
Cliente Ficticio 1128,"R FERNAO DIAS PAES,   416,   F2-DOM PEDRO-MANAUS-AM -69042490 ",389.58,4
Cliente Ficticio 1129,"R PRF ANTONIO DE QUEIROS FILHO,   199-OLIMPICO-SAO CAETANO DO SUL-SP -09570300 ",230.85,4
Cliente Ficticio 1131,"R RUBIACEA,147-AGUA FRIA-SAO PAULO-SP -02335020 ",189.51,4
